frame,y
390.0,0.18467065868263474
391.0,0.17892215568862274
392.0,0.1755688622754491
393.0,0.16934131736526947
394.0,0.16359281437125747
395.0,0.15449101796407186
396.0,0.1468263473053892
397.0,0.14203592814371258
398.0,0.13676646706586826
399.0,0.13101796407185629
400.0,0.12718562874251496
401.0,0.12239520958083833
402.0,0.11616766467065869
403.0,0.10467065868263473
404.0,0.09940119760479042
405.0,0.09892215568862275
406.0,0.09844311377245508
407.0,0.09844311377245508
408.0,0.09844311377245508
409.0,0.09844311377245508
412.0,0.09652694610778444
413.0,0.09700598802395209
417.0,0.09508982035928144
418.0,0.09508982035928144
419.0,0.09700598802395209
420.0,0.09652694610778444
421.0,0.09652694610778444
422.0,0.0941317365269461
423.0,0.09317365269461078
424.0,0.09317365269461078
428.0,0.08790419161676646
429.0,0.08790419161676646
430.0,0.08694610778443114
431.0,0.08694610778443114
435.0,0.07784431137724551
436.0,0.07784431137724551
437.0,0.0658682634730539
438.0,0.06011976047904192
439.0,0.046706586826347304
440.0,0.04047904191616766
441.0,0.03520958083832335
442.0,0.029461077844311376
443.0,0.026107784431137725
444.0,0.0237125748502994
445.0,0.025149700598802394
446.0,0.02562874251497006
447.0,0.02562874251497006
448.0,0.02562874251497006
449.0,0.02562874251497006
450.0,0.022275449101796407
451.0,0.021317365269461076
452.0,0.021317365269461076
453.0,0.021317365269461076
454.0,0.019401197604790418
455.0,0.019401197604790418
456.0,0.019401197604790418
457.0,0.019401197604790418
458.0,0.019401197604790418
459.0,0.019401197604790418
460.0,0.019401197604790418
461.0,0.01748502994011976
462.0,0.017005988023952097
463.0,0.017005988023952097
464.0,0.017005988023952097
465.0,0.015089820359281437
466.0,0.015089820359281437
467.0,0.014610778443113773
468.0,0.014610778443113773
469.0,0.008862275449101797
470.0,0.008862275449101797
471.0,0.008862275449101797
472.0,0.008862275449101797
473.0,0.008862275449101797
474.0,0.009820359281437126
475.0,0.01029940119760479
476.0,0.01029940119760479
477.0,0.010778443113772455
478.0,0.010778443113772455
479.0,-0.003592814371257485
480.0,-0.008862275449101797
481.0,-0.011736526946107785
482.0,-0.016047904191616766
483.0,-0.031377245508982035
484.0,-0.04047904191616766
