frame,y
213.0,0.18610778443113773
214.0,0.17508982035928145
215.0,0.16934131736526947
216.0,0.16311377245508982
217.0,0.1592814371257485
218.0,0.15161676646706587
219.0,0.14538922155688622
220.0,0.14251497005988023
225.0,0.1458682634730539
226.0,0.14538922155688622
227.0,0.14538922155688622
229.0,0.1482634730538922
230.0,0.1468263473053892
231.0,0.1482634730538922
232.0,0.15017964071856288
233.0,0.15017964071856288
234.0,0.15017964071856288
235.0,0.15209580838323353
236.0,0.15209580838323353
237.0,0.15209580838323353
238.0,0.15209580838323353
239.0,0.1549700598802395
240.0,0.15305389221556887
241.0,0.1525748502994012
242.0,0.15161676646706587
243.0,0.15209580838323353
244.0,0.15449101796407186
249.0,0.1444311377245509
250.0,0.1429940119760479
251.0,0.13676646706586826
252.0,0.12431137724550899
256.0,0.10131736526946107
258.0,0.08790419161676646
259.0,0.07688622754491017
260.0,0.07736526946107784
261.0,0.0792814371257485
263.0,0.08359281437125748
265.0,0.08359281437125748
267.0,0.08455089820359281
269.0,0.08455089820359281
271.0,0.08455089820359281
273.0,0.08982035928143713
275.0,0.0902994011976048
277.0,0.09173652694610779
280.0,0.09317365269461078
283.0,0.09317365269461078
286.0,0.0941317365269461
289.0,0.09604790419161677
292.0,0.09940119760479042
295.0,0.09796407185628743
298.0,0.0807185628742515
301.0,0.07305389221556886
304.0,0.07544910179640718
307.0,0.07401197604790419
310.0,0.07592814371257485
313.0,0.07544910179640718
316.0,0.07688622754491017
319.0,0.0792814371257485
322.0,0.06970059880239521
325.0,0.04383233532934132
327.0,0.03473053892215569
329.0,0.022754491017964073
331.0,0.003592814371257485
334.0,-0.012215568862275449
337.0,-0.037125748502994015
