frame,y
115.0,0.16311377245508982
117.0,0.1645508982035928
126.0,0.17029940119760478
132.0,0.17748502994011975
135.0,0.15880239520958084
138.0,0.13101796407185629
140.0,0.12047904191616766
142.0,0.10658682634730539
144.0,0.11089820359281437
147.0,0.11425149700598802
150.0,0.118562874251497
153.0,0.12335329341317365
156.0,0.12862275449101795
159.0,0.1377245508982036
164.0,0.14155688622754492
169.0,0.14778443113772455
171.0,0.15209580838323353
174.0,0.13053892215568863
176.0,0.12047904191616766
177.0,0.10706586826347306
178.0,0.09892215568862275
179.0,0.09365269461077844
180.0,0.08838323353293413
181.0,0.08359281437125748
182.0,0.07592814371257485
183.0,0.06730538922155689
184.0,0.06155688622754491
185.0,0.04958083832335329
186.0,0.04431137724550898
187.0,0.03952095808383234
188.0,0.03520958083832335
190.0,0.023233532934131735
192.0,0.012215568862275449
193.0,0.00934131736526946
194.0,0.01125748502994012
195.0,0.013173652694610778
196.0,0.014610778443113773
197.0,0.01844311377245509
198.0,0.021317365269461076
199.0,0.023233532934131735
200.0,0.0237125748502994
201.0,0.0237125748502994
202.0,0.026107784431137725
203.0,0.02898203592814371
204.0,0.030419161676646708
205.0,0.0332934131736527
206.0,0.028023952095808383
207.0,0.032335329341317366
208.0,0.029461077844311376
209.0,0.0318562874251497
